timestamp,weight,material,material_cost,variable_cost,total_cost,sell_price,margin_pct,profit_amount,multicolor,abrasive,rush,day_of_week,hour_of_day,month,year,product_name,product_id,is_product
2024-11-22T12:00:00,65.0,PLA Silk,4.55,4.55,9.1,27.3,200.0,18.2,True,False,False,Friday,12,November,2024,Silk Ornament,202411220002,False
2024-11-25T09:00:00,280.0,ASA,22.4,19.6,42.0,126.0,200.0,84.0,False,False,False,Monday,9,November,2024,ASA Enclosure,202411250001,False
2024-11-25T13:30:00,55.0,PLA Basic,2.75,3.85,6.6,19.8,200.0,13.2,False,False,False,Monday,13,November,2024,Standaard Houder,202411250002,False
2024-11-26T10:15:00,420.0,PA12-CF,46.2,29.4,75.6,226.8,200.0,151.2,False,True,True,Tuesday,10,November,2024,PA12 Rush Part,202411260001,False
2024-11-26T14:45:00,75.0,PETG Basic,4.5,5.25,9.75,29.25,200.0,19.5,True,False,False,Tuesday,14,November,2024,Multi Part Set,202411260002,False
2024-11-27T11:30:00,320.0,TPU 95A,32.0,22.4,54.4,163.2,200.0,108.8,False,False,False,Wednesday,11,November,2024,Rubber Gasket,202411270001,False
2024-11-27T16:00:00,95.0,PLA Wood,5.7,6.65,12.35,37.05,200.0,24.7,False,False,False,Wednesday,16,November,2024,Wood Coaster,202411270002,False
2024-11-28T08:45:00,180.0,PETG-CF,12.6,12.6,25.2,75.6,200.0,50.4,False,True,False,Thursday,8,November,2024,CF Mount,202411280001,False
2024-11-28T13:15:00,50.0,PLA Basic,2.5,3.5,6.0,18.0,200.0,12.0,True,False,True,Thursday,13,November,2024,Color Key Rush,202411280002,False
2024-11-29T09:30:00,600.0,PC,48.0,42.0,90.0,270.0,200.0,180.0,False,False,False,Friday,9,November,2024,PC Housing Large,202411290001,False
2024-11-29T14:00:00,110.0,PLA Silk,7.7,7.7,15.4,46.2,200.0,30.8,False,False,False,Friday,14,November,2024,Silk Trophy,202411290002,False
2024-12-02T10:00:00,220.0,ASA,17.6,15.4,33.0,99.0,200.0,66.0,True,False,False,Monday,10,December,2024,ASA Sign Multi,202412020001,False
2024-12-02T14:30:00,70.0,PLA Basic,3.5,4.9,8.4,25.2,200.0,16.8,False,False,False,Monday,14,December,2024,Basic Tool,202412020002,False
2024-12-03T11:15:00,380.0,PA-CF,41.8,26.6,68.4,205.2,200.0,136.8,False,True,False,Tuesday,11,December,2024,PA Bearing,202412030001,False
2024-12-03T15:45:00,85.0,PETG Basic,5.1,5.95,11.05,33.15,200.0,22.1,False,False,True,Tuesday,15,December,2024,PETG Case Rush,202412030002,False
2024-12-04T09:00:00,450.0,TPU 95A,45.0,31.5,76.5,229.5,200.0,153.0,False,False,False,Wednesday,9,December,2024,TPU Belt,202412040001,False
2024-12-04T13:30:00,130.0,PLA Wood,7.8,9.1,16.9,50.7,200.0,33.8,True,False,False,Wednesday,13,December,2024,Wood Art Multi,202412040002,False
2024-12-05T10:45:00,290.0,PETG-CF,20.3,20.3,40.6,121.8,200.0,81.2,False,True,False,Thursday,10,December,2024,CF Bracket,202412050001,False
2024-12-05T15:15:00,65.0,PLA Basic,3.25,4.55,7.8,23.4,200.0,15.6,False,False,False,Thursday,15,December,2024,Simple Part,202412050002,False
2024-12-06T08:30:00,550.0,PC,44.0,38.5,82.5,247.5,200.0,165.0,False,False,True,Friday,8,December,2024,PC Shield Rush,202412060001,False
2024-12-06T12:45:00,140.0,PLA Silk,9.8,9.8,19.6,58.8,200.0,39.2,True,False,False,Friday,12,December,2024,Silk Decor Multi,202412060002,False
2024-12-09T09:15:00,360.0,ASA,28.8,25.2,54.0,162.0,200.0,108.0,False,False,False,Monday,9,December,2024,ASA Frame,202412090001,False
2024-12-09T13:45:00,80.0,PLA Basic,4.0,5.6,9.6,28.8,200.0,19.2,False,False,False,Monday,13,December,2024,Standard Hook,202412090002,False
2024-12-10T10:30:00,480.0,PA12-CF,52.8,33.6,86.4,259.2,200.0,172.8,False,True,False,Tuesday,10,December,2024,PA12 Wheel,202412100001,False
2024-12-10T15:00:00,100.0,PETG Basic,6.0,7.0,13.0,39.0,200.0,26.0,True,False,False,Tuesday,15,December,2024,PETG Logo Multi,202412100002,False
2024-12-11T11:00:00,270.0,TPU 95A,27.0,18.9,45.9,137.7,200.0,91.8,False,False,True,Wednesday,11,December,2024,TPU Damper Rush,202412110001,False
2024-12-11T15:30:00,160.0,PLA Wood,9.6,11.2,20.8,62.4,200.0,41.6,False,False,False,Wednesday,15,December,2024,Wood Pen Holder,202412110002,False
2024-12-12T08:15:00,400.0,PETG-CF,28.0,28.0,56.0,168.0,200.0,112.0,False,True,False,Thursday,8,December,2024,CF Plate,202412120001,False
2024-12-12T12:45:00,75.0,PLA Basic,3.75,5.25,9.0,27.0,200.0,18.0,True,False,False,Thursday,12,December,2024,Name Tag Multi,202412120002,False
2024-12-13T09:30:00,650.0,PC,52.0,45.5,97.5,292.5,200.0,195.0,False,False,False,Friday,9,December,2024,PC Case Large,202412130001,False
2024-12-13T14:00:00,120.0,PLA Silk,8.4,8.4,16.8,50.4,200.0,33.6,False,False,True,Friday,14,December,2024,Silk Gift Rush,202412130002,False
2024-12-16T10:15:00,300.0,ASA,24.0,21.0,45.0,135.0,200.0,90.0,True,False,False,Monday,10,December,2024,ASA Panel Multi,202412160001,False
2024-12-16T14:45:00,90.0,PLA Basic,4.5,6.3,10.8,32.4,200.0,21.6,False,False,False,Monday,14,December,2024,Basic Stand,202412160002,False
2024-12-17T11:30:00,520.0,PA-CF,57.2,36.4,93.6,280.8,200.0,187.2,False,True,False,Tuesday,11,December,2024,PA Motor Mount,202412170001,False
2024-12-17T16:00:00,105.0,PETG Basic,6.3,7.35,13.65,40.95,200.0,27.3,False,False,False,Tuesday,16,December,2024,PETG Container,202412170002,False
2025-01-08T09:30:00,65.0,PLA Basic,0.91,15.79,16.7,43.29,159.2,26.59,False,False,False,Wednesday,9,January,2025,Test Sample,202501080001,False
2025-01-08T14:20:00,200.0,PETG Basic,2.8,48.6,51.4,155.62,202.7,104.22,True,False,False,Wednesday,14,January,2025,Organizer Box,202501080002,True
2025-01-12T10:15:00,85.0,PLA Silk,2.55,20.66,23.21,68.97,197.2,45.76,False,False,False,Sunday,10,January,2025,Silk Demo,202501120001,False
2025-01-15T11:45:00,350.0,PA12-CF,8.4,86.1,94.5,285.6,202.2,191.1,False,True,False,Wednesday,11,January,2025,Industrial Bracket,202501150001,True
2025-01-20T16:00:00,120.0,ASA,2.4,29.16,31.56,96.6,206.1,65.04,False,False,False,Monday,16,January,2025,Weather Shield,202501200001,False
2025-01-25T13:30:00,50.0,PLA Basic,0.7,12.15,12.85,35.28,174.6,22.43,False,False,True,Saturday,13,January,2025,Quick Fix Rush,202501250001,False
2025-02-03T10:00:00,180.0,TPU 95A,5.4,43.74,49.14,149.31,203.9,100.17,True,False,False,Monday,10,February,2025,Phone Case Custom,202502030001,True
2025-02-14T14:45:00,95.0,PLA Wood,1.9,23.09,24.99,74.21,197.0,49.22,False,False,False,Friday,14,February,2025,Valentine Box,202502140001,False
2025-03-10T09:00:00,275.0,PETG-CF,6.6,67.65,74.25,224.03,201.8,149.78,False,True,False,Monday,9,March,2025,Racing Drone Part,202503100001,True
2025-03-22T15:30:00,160.0,PLA Basic,2.24,38.88,41.12,112.91,174.6,71.79,True,False,False,Saturday,15,March,2025,Easter Special,202503220001,False
2025-04-05T11:00:00,430.0,PC,8.6,104.49,113.09,346.62,206.6,233.53,False,False,False,Saturday,11,April,2025,Machine Guard,202504050001,True
2025-04-18T16:20:00,70.0,PLA Silk,2.1,17.01,19.11,56.79,197.1,37.68,False,False,False,Friday,16,April,2025,Spring Decor,202504180001,False
2025-05-30T02:27:09.612858,100.0,PLA Basic,1.4,24.3,25.7,66.61,159.2,40.91,True,False,False,Friday,2,May,2025,Bootje,202505300001,True
2025-05-30T09:15:23.123456,250.0,PETG Basic,3.5,60.75,64.25,194.38,202.5,130.13,False,False,False,Friday,9,May,2025,iPhone Houder XL,202505300002,True
2025-05-30T10:42:17.234567,45.0,PLA Silk,1.35,10.94,12.29,36.52,197.2,24.23,True,False,False,Friday,10,May,2025,Sleutelhanger Logo,202505300003,True
2025-05-30T11:23:45.345678,180.0,PETG-CF,4.32,44.28,48.6,146.52,201.5,97.92,False,True,False,Friday,11,May,2025,Drone Onderdeel,202505300004,True
2025-05-30T14:15:33.456789,75.0,PLA Basic,1.05,18.23,19.28,53.55,177.8,34.27,False,False,True,Friday,14,May,2025,Spoedorder Beugel,202505300005,True
2025-05-30T15:45:12.567890,320.0,ASA,6.4,77.76,84.16,257.44,206.0,173.28,True,False,False,Friday,15,May,2025,Buitenlamp Behuizing,202505300006,True
2025-05-30T16:30:55.678901,150.0,TPU 95A,4.5,36.45,40.95,124.43,203.8,83.48,False,False,False,Friday,16,May,2025,Flexibele Koppeling,202505300007,True
2025-05-30T17:12:08.789012,95.0,PLA Wood,1.9,23.09,24.99,74.21,197.0,49.22,False,False,False,Friday,17,May,2025,Decoratieve Vaas,202505300008,True
2025-06-01T09:00:00,25.0,PLA Basic,0.35,6.08,6.43,9.99,55.4,3.56,False,False,False,Sunday,9,June,2025,Loss Leader Sleutelhanger,202506010001,True
2025-06-01T10:15:00,500.0,PC,10.0,121.5,131.5,499.99,280.2,368.49,True,False,False,Sunday,10,June,2025,Premium Prototype B2B,202506010002,True
2025-06-01T11:30:00,150.0,PLA Silk,4.5,36.45,40.95,39.99,-2.4,-0.96,False,False,False,Sunday,11,June,2025,PROMO Nieuwe Klant,202506010003,True
2025-06-02T14:00:00,80.0,PETG Basic,1.12,19.44,20.56,29.99,45.9,9.43,False,False,False,Monday,14,June,2025,Volume Order 100st,202506020001,True
2025-06-05T09:30:00,200.0,ASA,4.0,48.6,52.6,149.00,183.3,96.4,False,False,False,Thursday,9,June,2025,B2B Behuizing Serie,202506050001,True
2025-06-10T15:45:00,35.0,PLA Basic,0.49,8.51,9.0,19.99,122.1,10.99,True,False,False,Tuesday,15,June,2025,Valentijn Hart Special,202506100001,True
2025-06-12T10:00:00,750.0,PA12-CF,18.0,184.5,202.5,899.99,344.4,697.49,False,True,False,Thursday,10,June,2025,Aerospace Component,202506120001,True
2025-06-15T16:30:00,60.0,TPU 95A,1.8,14.58,16.38,79.99,388.5,63.61,True,False,True,Sunday,16,June,2025,Custom Rush Logo,202506150001,True
2025-06-20T11:00:00,300.0,PETG-CF,7.2,73.8,81.0,199.99,147.0,118.99,False,True,False,Friday,11,June,2025,Drone Racing Kit,202506200001,True
2025-06-25T14:15:00,45.0,PLA Wood,0.9,10.94,11.84,49.99,322.3,38.15,False,False,False,Wednesday,14,June,2025,Premium Gift Box,202506250001,True
2025-06-28T09:45:00,1000.0,PLA Basic,14.0,243.0,257.0,299.99,16.7,42.99,False,False,False,Saturday,9,June,2025,Bulk B2B Order,202506280001,True
2025-07-01T10:30:00,125.0,PLA Silk,3.75,30.38,34.13,129.99,280.9,95.86,True,False,False,Tuesday,10,July,2025,Zomer Collectie Item,202507010001,True
2025-07-05T15:00:00,85.0,PETG Basic,1.19,20.66,21.85,99.99,357.8,78.14,False,False,False,Saturday,15,July,2025,Psychological Price Point,202507050001,True
2025-07-10T11:45:00,400.0,ASA,8.0,97.2,105.2,449.00,326.8,343.8,False,False,False,Thursday,11,July,2025,Premium Outdoor Serie,202507100001,True
2025-07-15T13:20:00,50.0,PLA Basic,0.7,12.15,12.85,14.99,16.7,2.14,False,False,False,Tuesday,13,July,2025,Instap Model Budget,202507150001,True
2025-07-20T16:00:00,220.0,TPU 95A,6.6,53.46,60.06,249.99,316.2,189.93,True,True,False,Sunday,16,July,2025,Premium Flex Custom,202507200001,True
2025-07-25T09:00:00,175.0,PC,3.5,42.53,46.03,199.99,334.6,153.96,False,False,False,Friday,9,July,2025,High-Temp Industrial,202507250001,True
2025-08-01T14:30:00,300.0,PLA Basic,4.2,72.9,77.1,89.99,16.7,12.89,False,False,False,Friday,14,August,2025,Back-to-School Promo,202508010001,True
2025-08-10T10:00:00,650.0,PA-CF,14.3,159.9,174.2,1299.99,646.5,1125.79,False,True,True,Sunday,10,August,2025,Enterprise Solution,202508100001,True
2025-08-15T11:15:00,90.0,PETG Basic,1.26,21.87,23.13,59.99,159.4,36.86,True,False,False,Friday,15,August,2025,Standaard Marge Product,202508150001,True
2025-08-20T09:30:00,180.0,PLA Basic,2.52,43.74,46.26,149.99,224.3,103.73,False,False,False,Wednesday,9,August,2025,3-Pack Bundle Deal,202508200001,True
2025-08-25T14:00:00,450.0,PETG-CF,10.8,110.7,121.5,119.99,-1.3,-1.51,False,True,False,Monday,14,August,2025,Competitor Price Match,202508250001,True
2025-09-01T10:15:00,75.0,PLA Silk,2.25,18.23,20.48,89.99,339.4,69.51,True,False,False,Monday,10,September,2025,Limited Edition Gold,202509010001,True
2025-09-05T11:30:00,200.0,ASA,4.0,48.6,52.6,79.99,52.1,27.39,False,False,False,Friday,11,September,2025,Loyalty Member Price,202509050001,True
2025-09-10T15:45:00,1500.0,PLA Basic,21.0,364.5,385.5,449.99,16.7,64.49,False,False,False,Wednesday,15,September,2025,Wholesale B2B 500pcs,202509100001,True
2025-09-15T09:00:00,120.0,TPU 95A,3.6,29.16,32.76,399.99,1121.2,367.23,True,True,False,Monday,9,September,2025,Designer Collab Limited,202509150001,True
2025-09-20T13:30:00,95.0,PLA Basic,1.33,23.09,24.42,24.99,2.4,0.57,False,False,False,Saturday,13,September,2025,Student Discount -50%,202509200001,True
2025-09-25T16:00:00,280.0,PC,5.6,68.04,73.64,599.99,714.7,526.35,False,False,False,Thursday,16,September,2025,Premium Pro Series,202509250001,True
2025-10-01T10:00:00,350.0,PETG Basic,4.9,85.05,89.95,99.99,11.2,10.04,False,False,False,Wednesday,10,October,2025,October Clearance Sale,202510010001,True
2025-10-05T14:15:00,65.0,PLA Wood,1.3,15.8,17.1,199.99,1069.5,182.89,False,False,False,Sunday,14,October,2025,Artisan Collection,202510050001,True
2025-10-10T11:45:00,500.0,PA12-CF,12.0,123.0,135.0,999.99,640.7,864.99,False,True,False,Friday,10,October,2025,Early Bird Pre-Order,202510100001,True
2025-10-15T09:30:00,40.0,PLA Basic,0.56,9.72,10.28,49.99,386.3,39.71,True,False,False,Wednesday,9,October,2025,Halloween Special,202510150001,True
2025-10-20T15:00:00,800.0,ASA,16.0,194.4,210.4,249.99,18.8,39.59,False,False,False,Monday,15,October,2025,Black Friday Preview,202510200001,True
2025-10-25T16:30:00,150.0,PETG-CF,3.6,36.9,40.5,999.99,2369.1,959.49,True,True,True,Saturday,16,October,2025,Ultimate Premium Rush,202510250001,True
2025-10-31T10:00:00,250.0,PLA Basic,3.5,60.75,64.25,0.01,-99.98,-64.24,False,False,False,Friday,10,October,2025,FREE Giveaway Promo,202510310001,True
2025-11-05T14:45:00,175.0,TPU 95A,5.25,42.53,47.78,179.99,276.8,132.21,False,False,False,Wednesday,14,November,2025,Repeat Customer -20%,202511050001,True
2025-11-10T11:00:00,420.0,PC,8.4,102.06,110.46,1499.99,1257.9,1389.53,True,False,False,Monday,11,November,2025,Luxury Edition Crystal,202511100001,True
2025-11-15T09:15:00,90.0,PLA Silk,2.7,21.87,24.57,34.99,42.4,10.42,False,False,False,Saturday,9,November,2025,Flash Sale 4 Hours,202511150001,True
2025-11-20T15:30:00,300.0,PETG Basic,4.2,72.9,77.1,399.99,418.8,322.89,False,False,False,Thursday,15,November,2025,New Launch Premium Price,202511200001,True
2025-11-25T13:00:00,550.0,PA-CF,12.1,135.3,147.4,199.99,35.7,52.59,False,True,False,Tuesday,13,November,2025,Cyber Monday Deal,202511250001,True
2025-11-30T16:45:00,125.0,ASA,2.5,30.38,32.88,249.99,660.4,217.11,True,True,False,Sunday,16,November,2025,Year-End Exclusive,202511300001,True
2025-01-31T09:00:00,55.0,PLA Basic,0.77,13.37,14.14,42.95,203.7,28.81,False,False,False,Friday,9,January,2025,Mini Mannetje Basis,202501310001,True
2025-01-31T10:15:00,85.0,PLA Silk,2.55,20.66,23.21,74.99,223.1,51.78,True,False,False,Friday,10,January,2025,Mannetje Multicolor Deluxe,202501310002,True
2025-01-31T11:30:00,120.0,PETG Basic,1.68,29.16,30.84,89.99,191.8,59.15,False,False,False,Friday,11,January,2025,LED Lampje Houder,202501310003,True
2025-01-31T14:00:00,95.0,TPU 95A,2.85,23.09,25.94,79.99,208.4,54.05,False,False,True,Friday,14,January,2025,Flex Lampvoet Rush,202501310004,True
2025-01-31T15:30:00,150.0,ASA,3.0,36.45,39.45,119.99,204.2,80.54,False,False,False,Friday,15,January,2025,Buitenlampje Weerbestendig,202501310005,True
2025-02-01T09:30:00,75.0,PLA Wood,1.5,18.23,19.73,59.99,204.0,40.26,False,False,False,Saturday,9,February,2025,Houten Mannetje Vintage,202502010001,True
2025-02-01T10:45:00,200.0,PETG-CF,4.8,48.6,53.4,169.99,218.3,116.59,False,True,False,Saturday,10,February,2025,Carbon Lampkap Modern,202502010002,True
2025-02-01T12:00:00,45.0,PLA Basic,0.63,10.94,11.57,34.99,202.5,23.42,True,False,False,Saturday,12,February,2025,Klein Mannetje Gekleurd,202502010003,True
2025-02-01T14:30:00,180.0,PC,3.6,43.74,47.34,149.99,216.8,102.65,False,False,False,Saturday,14,February,2025,Hittebestendige Lampbeugel,202502010004,True
2025-02-01T16:00:00,110.0,PLA Silk,3.3,26.73,30.03,99.99,233.1,69.96,False,False,True,Saturday,16,February,2025,Mannetje Premium Rush,202502010005,True
2025-02-02T09:00:00,65.0,PETG Basic,0.91,15.8,16.71,49.99,199.2,33.28,False,False,False,Sunday,9,February,2025,Tafellampje Klein,202502020001,True
2025-02-02T10:30:00,135.0,PLA Matte,2.0,32.81,34.81,109.99,216.0,75.18,True,False,False,Sunday,10,February,2025,Matte Mannetje Set,202502020002,True
2025-02-02T12:00:00,90.0,ASA,1.8,21.87,23.67,74.99,216.8,51.32,False,False,False,Sunday,12,February,2025,Tuinlampje Decoratief,202502020003,True
2025-02-02T14:15:00,225.0,PA12-CF,5.4,55.35,60.75,199.99,229.2,139.24,False,True,False,Sunday,14,February,2025,Industrial Lamp Fitting,202502020004,True
2025-02-02T16:30:00,70.0,PLA Basic,0.98,17.01,17.99,54.99,205.6,37.0,True,False,False,Sunday,16,February,2025,Mannetje Familie Pack,202502020005,True
2025-02-03T09:15:00,160.0,TPU 95A,4.8,38.88,43.68,139.99,220.6,96.31,False,False,False,Monday,9,February,2025,Flex RGB Lamp Multicolor,202502030002,True
2025-02-03T11:00:00,50.0,PLA Wood,1.0,12.15,13.15,39.99,204.1,26.84,False,False,False,Monday,11,February,2025,Eco Mannetje Hout,202502030003,True
2025-02-03T13:30:00,300.0,PETG-CF,7.2,72.9,80.1,259.99,224.6,179.89,True,True,False,Monday,13,February,2025,Designer Lamp Exclusive,202502030004,True
2025-02-03T15:45:00,80.0,PLA Silk,2.4,19.44,21.84,69.99,220.5,48.15,False,False,True,Monday,15,February,2025,Glanzend Mannetje Rush,202502030005,True
2025-02-04T09:00:00,125.0,PETG Basic,1.75,30.38,32.13,99.99,211.2,67.86,False,False,False,Tuesday,9,February,2025,Bureaulamp Modern,202502040001,True
2025-02-04T10:30:00,95.0,PLA Basic,1.33,23.09,24.42,74.99,207.1,50.57,True,False,False,Tuesday,10,February,2025,Regenboog Mannetje,202502040002,True
2025-02-04T12:15:00,185.0,ASA,3.7,44.99,48.69,154.99,218.3,106.3,False,False,False,Tuesday,12,February,2025,Outdoor Lantaarn,202502040003,True
2025-02-04T14:45:00,140.0,PC,2.8,34.02,36.82,119.99,226.0,83.17,False,False,False,Tuesday,14,February,2025,Industriële Lamp Sokkel,202502040004,True
2025-02-04T16:30:00,60.0,PLA Matte,0.9,14.58,15.48,49.99,222.9,34.51,False,False,False,Tuesday,16,February,2025,Mini Mannetje Matte,202502040005,True
2025-02-05T09:30:00,250.0,PA-CF,5.5,61.5,67.0,219.99,228.3,152.99,False,True,False,Wednesday,9,February,2025,Pro Lamp Bracket Carbon,202502050001,True
2025-02-05T11:15:00,72.0,PLA Basic,1.01,17.5,18.51,56.99,208.0,38.48,True,False,True,Wednesday,11,February,2025,Carnaval Mannetje Rush,202502050002,True
2025-02-05T13:00:00,195.0,PETG Basic,2.73,47.39,50.12,159.99,219.3,109.87,False,False,False,Wednesday,13,February,2025,Moderne Hanglamp,202502050003,True
2025-02-05T15:30:00,88.0,TPU 95A,2.64,21.38,24.02,79.99,233.0,55.97,False,False,False,Wednesday,15,February,2025,Flex Lampje Adapter,202502050004,True
2025-02-05T17:00:00,115.0,PLA Silk,3.45,27.95,31.4,99.99,218.4,68.59,False,False,False,Wednesday,17,February,2025,Zijden Glans Mannetje,202502050005,True
2025-02-06T09:00:00,155.0,ASA,3.1,37.67,40.77,129.99,218.9,89.22,True,False,False,Thursday,9,February,2025,Gekleurde Buitenlamp,202502060001,True
2025-02-06T10:45:00,98.0,PLA Wood,1.96,23.81,25.77,84.99,229.8,59.22,False,False,False,Thursday,10,February,2025,Houten Lampvoet Retro,202502060002,True
2025-02-06T12:30:00,275.0,PETG-CF,6.6,66.83,73.43,239.99,226.8,166.56,False,True,True,Thursday,12,February,2025,Racing Lamp Kit Rush,202502060003,True
2025-02-06T14:15:00,42.0,PLA Basic,0.59,10.21,10.8,32.99,205.5,22.19,False,False,False,Thursday,14,February,2025,Pocket Mannetje,202502060004,True
2025-02-06T16:00:00,210.0,PC,4.2,51.03,55.23,179.99,226.0,124.76,False,False,False,Thursday,16,February,2025,Heat Lamp Housing,202502060005,True
2025-02-07T09:30:00,130.0,PETG Basic,1.82,31.59,33.41,109.99,229.1,76.58,True,False,False,Friday,9,February,2025,RGB Lampje Set,202502070001,True
2025-02-07T11:00:00,68.0,PLA Matte,1.02,16.52,17.54,54.99,213.4,37.45,False,False,False,Friday,11,February,2025,Matte Black Mannetje,202502070002,True
2025-02-07T12:45:00,325.0,PA12-CF,7.8,79.95,87.75,289.99,230.5,202.24,False,True,False,Friday,12,February,2025,Aerospace Lamp Component,202502070003,True
2025-02-07T14:30:00,52.0,PLA Basic,0.73,12.64,13.36,39.99,199.3,26.63,True,False,False,Friday,14,February,2025,Mini Mannetjes Trio,202502070004,True
2025-02-07T16:15:00,175.0,TPU 95A,5.25,42.53,47.78,154.99,224.3,107.21,False,False,True,Friday,16,February,2025,Flex Neck Lamp Rush,202502070005,True
2025-02-08T09:00:00,145.0,ASA,2.9,35.23,38.13,124.99,227.7,86.86,False,False,False,Saturday,9,February,2025,Solar Lampje Houder,202502080001,True
2025-02-08T10:30:00,86.0,PLA Wood,1.72,20.9,22.62,74.99,231.5,52.37,False,False,False,Saturday,10,February,2025,Natuurlijk Mannetje,202502080002,True
2025-02-08T12:00:00,220.0,PETG-CF,5.28,53.46,58.74,189.99,223.3,131.25,True,True,False,Saturday,12,February,2025,Carbon Art Lamp,202502080003,True
2025-02-08T14:00:00,78.0,PLA Silk,2.34,18.95,21.29,69.99,228.7,48.7,False,False,False,Saturday,14,February,2025,Glitter Mannetje Special,202502080004,True
2025-02-08T15:45:00,265.0,PC,5.3,64.37,69.67,229.99,230.1,160.32,False,False,False,Saturday,15,February,2025,Industrial Light Fixture,202502080005,True
2025-02-09T09:15:00,105.0,PETG Basic,1.47,25.52,26.99,89.99,233.3,63.0,False,False,False,Sunday,9,February,2025,Smart Lampje Base,202502090001,True
2025-02-09T11:00:00,58.0,PLA Basic,0.81,14.09,14.9,44.99,201.9,30.09,True,False,True,Sunday,11,February,2025,Festival Mannetje Rush,202502090002,True
2025-02-09T12:30:00,190.0,ASA,3.8,46.17,49.97,164.99,230.2,115.02,False,False,False,Sunday,12,February,2025,Weerbestendige Spot,202502090003,True
2025-02-09T14:15:00,125.0,PA-CF,2.75,30.75,33.5,109.99,228.3,76.49,False,True,False,Sunday,14,February,2025,Carbon Fiber Lamp Arm,202502090004,True
2025-02-09T16:00:00,92.0,PLA Matte,1.38,22.36,23.74,79.99,236.9,56.25,False,False,False,Sunday,16,February,2025,Designer Mannetje Limited,202502090005,True
2025-02-10T09:30:00,310.0,PETG-CF,7.44,75.33,82.77,274.99,232.2,192.22,False,True,True,Monday,10,February,2025,Ultimate Lamp System Rush,202502100001,True
2025-02-10T11:15:00,48.0,PLA Basic,0.67,11.66,12.34,37.99,208.0,25.65,False,False,False,Monday,11,February,2025,Basis Mannetje Klein,202502100002,True
2025-02-10T13:00:00,165.0,TPU 95A,4.95,40.1,45.05,149.99,232.9,104.94,True,False,False,Monday,13,February,2025,Flex RGB Lamp Multicolor,202502100003,True
2025-02-10T14:45:00,135.0,PLA Wood,2.7,32.81,35.51,119.99,237.9,84.48,False,False,False,Monday,14,February,2025,Bamboo Style Lampje,202502100004,True
2025-02-10T16:30:00,245.0,PC,4.9,59.54,64.44,214.99,233.6,150.55,False,False,False,Monday,16,February,2025,Professional Light Housing,202502100005,True
2025-06-01T12:04:36.380338,5.0,PLA Basic,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,Sunday,12,June,2025,Rups Flexi,202506010112,True
2025-06-11T14:43:09.159147,5.0,PLA Basic,0.07,1.77,1.84,3.14,71.1,1.31,False,False,False,Wednesday,14,June,2025,Rups Flexi,202506110112,True
2025-06-12T09:15:00,75.0,PLA Basic,1.05,18.23,19.28,59.99,211.1,40.71,False,False,False,Thursday,9,June,2025,Basic Standaard Model,202506120001,True
